city,price,area,house type,rooms,bars,furniture,lift,parking,air condition
Beer sheva,100000,90,דירה,4,0,0,1, ברחוב, בחדרים ובסלון
חולון,1870000,127,דופלקס,5,0,0,0, ברחוב, בחדרים
גבעתיים,168000,74,דירה,2.5,0,0,0, ברחוב, בחדרים ובסלון
רמלה,2220000,125,דירת גן,5,1,0,1, פרטית - מקורה, בחדרים ובסלון
קרית אונו,3500000,170,דירת גן,5.5,0,0,0, אין, בחדרים
חיפה,700000,100,דירה,4.5,0,0,0, ברחוב, אין
ראשון לציון,1750000,95,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
קרית ביאליק,1700000,150,דירה,5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
חדרה,11900000,130,דירה,4.5,0,1,0, פרטית - מקורה, בסלון
בית שמש,950000,100,דירה,4,1,0,0, רחבה ציבורית, אין
נווה מונוסון,2320000,110,דירה,4,0,0,1, פרטית - מקורה, מיני מרכזי
אשדוד,1850000,0,דירה,4,0,0,1, חניה משותפת, מיני מרכזי
קרית ים,550000,70,דירה,3,0,0,0, אין, בחדרים
תל אביב יפו,5000000,103,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,2250000,62,דירה,2,1,0,0, אין, בחדרים ובסלון
תל אביב,1700000,38,דירה להחלפה,2,1,0,0, ברחוב, בסלון
רמת פנקס,5000000,320,קוטג,5,0,0,0, פרטית - לא מקורה, אין
ראשון לציון,6300000,430,בית פרטי,9,0,1,0, פרטית - לא מקורה, מיזוג מרכזי
ראשון לציון,0,170,פנטהאוז,7,1,1,1, פרטית - מקורה, בחדרים ובסלון
קרית ביאליק,1380000,100,דירה,4,1,1,1, פרטית - לא מקורה, מיני מרכזי
רמת גן,1950000,50,דירה,2,1,0,1, אין, בחדרים ובסלון
באר שבע,980000,120,דירה,5,0,1,0, אין, בחדרים ובסלון
גבעת ח,5100000,145,בית פרטי,3,0,0,0, אין, אין
גבעת ח,10000000,15000,משק חקלאי,1,0,0,0, אין, אין
כפר יונה,2350000,250,דו משפחתי,6,0,1,0, פרטית - מקורה, בחדרים ובסלון
ראש העין,1790000,82,דירה,3,1,1,1, פרטית - לא מקורה, מיני מרכזי
קרית ביאליק,1500000,125,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
בת ים,1580000,85,דירה,3.5,0,1,1, חניה משותפת, בחדרים ובסלון
תל אביב יפו,5650000,265,דופלקס,5.5,1,1,1, פרטית - מקורה, מיזוג מרכזי
עכו,850000,120,דירה,4,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,1320000,119,דירה,4,1,0,1, פרטית - לא מקורה, מיני מרכזי
עכו,1190000,100,דירה,3.5,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
כרמיאל,1850000,160,דופלקס,5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
חולון,2000000,95,דירה,4,0,1,1, פרטית - לא מקורה, אין
רחובות ,820000,35,דירה,2.5,0,0,1, פרטית - מקורה, בסלון
אלעד,2150000,190,דירה,7,1,0,1, רחבה ציבורית, בחדרים ובסלון
רמת גן,1780000,50,דירת גן,2,1,1,0, אין, בסלון
רמת גן,1780000,50,דירת גן,2,1,1,0, אין, בסלון
נתיבות,980000,127,דירה,1,0,0,1, חניה משותפת, בחדרים ובסלון
ראשון לציון,3350000,177,פנטהאוז,6,0,1,1, פרטית - מקורה, בחדרים ובסלון
קרית גת,1390000,112,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
חיפה,1650000,123,דירת גן,5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
בת ים,2380000,89,דירה,3,0,1,1, פרטית - מקורה, מיני מרכזי
חרוצים,9000,18,קראוון,1,0,0,0, אין, אין
חרוצים,15000,55,קראוון,3,0,0,0, אין, אין
חרוצים,15000,48,קראוון,2,0,0,0, אין, אין
⁹אשדוד,2880000,160,דירה,5,0,1,1, פרטית - לא מקורה, מיני מרכזי
רכסים,940000,80,דירה,3.5,1,1,0, ברחוב, בחדרים ובסלון
ראש העין,0,127,דירה,5,0,1,1, פרטית - מקורה, מיני מרכזי
באר שבע,679000,75,דירה,3,0,0,0, אין, מיני מרכזי
קרית אתא,0,600,וילה,8,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,790000,70,דירה,3,0,0,1, חניה משותפת, בחדרים ובסלון
אשדוד,1950000,120,דירה,4.5,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,1610000,138,דירה,5,1,0,1, פרטית - לא מקורה, מיני מרכזי
רחובות,1850000,70,בית פרטי,3,0,0,0, ברחוב, בסלון
נתניה,1270000,82,דירה,4,1,0,0, רחבה ציבורית, בחדרים ובסלון
אשקלון,1290000,140000,דופלקס,5,1,0,1, פרטית - מקורה, בחדרים ובסלון
רחובות,1400000,90,דירה,3,1,0,0, אין, בחדרים ובסלון
אשדוד,2250000,155,דירה,5.5,0,1,1, פרטית - לא מקורה, מיני מרכזי
אשקלון,840000,48,דירת סטודיו,2,0,1,1, פרטית - מקורה, בסלון
נתניה,1790000,94,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
הוד השרון,3200000,145,מיני פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
חיפה,4650,100,דירה,4,1,1,1, פרטית - מקורה, מיזוג מרכזי
מרכז שפירא,2480000,175,בית פרטי,6.5,1,0,0, פרטית - מקורה, בסלון
אורנית,3250000,300,בית פרטי,7,0,1,0, פרטית - מקורה, בחדרים ובסלון
נהריה,780000,80,דירה,4,0,0,0, חניה משותפת, מיזוג מרכזי
חדרה,1560000,117,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,1350000,56,דירה,3,1,0,0, אין, מיזוג מרכזי
גבעת זאב,90000,0,קראוון,1,0,0,0, אין, אין
צפת,1850000,0,קוטג,10,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
קרית מוצקין,1950000,132,פנטהאוז,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,13500000,220,פנטהאוז,4,1,0,1, פרטית - מקורה, מיזוג מרכזי
היוגב,4600000,50000,משק חקלאי,3.5,0,0,0, אין, אין
רמת גן,1430000,0,דירה,2,1,1,0, ברחוב, בחדרים
רחובות,1280000,76,דירה,3,1,0,0, ברחוב, בחדרים
קרית גת,1450000,100,דירת גן,4,1,1,0, חניה משותפת, בסלון
אשדוד,1500000,110,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
אשדוד,2180000,0,דירה,5.5,0,0,1, פרטית - לא מקורה, מיני מרכזי
נהריה,1700000,0,בית פרטי,4.5,0,1,0, אין, מיזוג מרכזי
תלוי אביב יפו,4300000,100,דירה,4,1,1,1, פרטית - מקורה, בחדרים ובסלון
טבריה,549000,60,דירת גג,3,0,1,0, חניה משותפת, בחדרים ובסלון
נתניה,1540000,120,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
שדרות,590000,60,דירה,3.5,1,1,0, רחבה ציבורית, בחדרים
חולון,2000000,100,דירה,5,0,1,1, פרטית - מקורה, בחדרים ובסלון
מודיעין,2300000,0,דירה,5,0,1,1, פרטית - מקורה, מיני מרכזי
בת ים,1,100,דירה,4,0,0,0, ברחוב, בחדרים ובסלון
אשקלון,1950000,0,מגרש למגורים,1,0,0,0, אין, אין
רמת גן,2290000,90,דירה,3.5,1,0,1, פרטית - מקורה, בחדרים ובסלון
כפר יונה,1875000,145,דו משפחתי,5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
ראש העין,1649000,116,דירת גג,5,0,0,0, אין, בחדרים ובסלון
נהריה,3200000,232,פנטהאוז,6,0,0,1, פרטית - מקורה, בחדרים ובסלון
רעננה,2200000,75,דירה,3,0,1,1, פרטית - מקורה, מיני מרכזי
קרית אתא,550000,70,דירה,3.5,0,0,0, אין, בסלון
ראשון לציון,3850000,290,קוטג,8,0,0,0, פרטית - מקורה, בחדרים ובסלון
חולון,2700000,125,דירה,5,1,0,1, פרטית - מקורה, מיזוג מרכזי
ראשון לציון,4200000,300,בית פרטי,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
פתח תקווה,1100000,54,דירה,3,1,1,0, חניה משותפת, בחדרים ובסלון
תל אביב יפו,2100000,0,דירה,4,0,1,0, אין, בחדרים ובסלון
יהוד מונסון,2580000,128,דירה,5,1,0,1, פרטית - מקורה, מיני מרכזי
יהוד מונוסון,258000,128,דירה,1,1,0,1, פרטית - מקורה, מיני מרכזי
חולון,1590000,100,דירה,4,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
נהריה,1800000,330,דו משפחתי,6,1,1,0, ברחוב, מיזוג מרכזי
נתניה,4,167,דירה,5,0,1,1, פרטית - מקורה, בחדרים ובסלון
מודיעין מכבים רעות,2530000,136,דירה,5,0,1,0, פרטית - מקורה, בחדרים ובסלון
אשדוד,1380000,125,דירה,5.5,0,0,0, ברחוב, בחדרים ובסלון
ירושלים,1850000,100,דירה,4,0,0,0, חניה משותפת, בסלון
נתניה,2080000,120,דירה,5,0,0,1, פרטית - מקורה, בסלון
אור עקיבא,1700000,240,קוטג,5,1,0,0, פרטית - מקורה, מיזוג מרכזי
אשדוד,2800000,137,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
הרצליה,4200000,120,דירת גן,9,0,0,0, אין, מיזוג מרכזי
דימונה,365000,70,דירה,3.5,0,1,0, אין, בסלון
יפו,5500000,33,דירה,1,0,0,0, אין, אין
פרדס חנה - כרכור,2150000,150,דו משפחתי,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
פתח תקווה,1810000,74,דירה,3,0,0,1, פרטית - לא מקורה, מפוצל
ראשון לציון,1550000,86,דירה,3.5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
נתניה,990000,41,דירה,2,0,1,1, אין, אין
דימונה,950000,100,דו משפחתי,4.5,0,1,0, פרטית - לא מקורה, מיני מרכזי
יוקנעם,1780000,130,דו משפחתי,5.5,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
משמר הירדן,3000000,220,בית פרטי,6,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
נתיבות,850000,72,דירה,3,1,0,0, ברחוב, בסלון
לוד,980000,87,דירה,3,1,1,0, רחבה ציבורית, בסלון
רחובות,3000000,160,מיני פנטהאוז,3,0,1,1, פרטית - לא מקורה, מיני מרכזי
צפת,2100000,0,בית פרטי,9,0,0,0, פרטית - לא מקורה, אין
צפת,1550000,0,דו משפחתי,8,0,0,0, פרטית - לא מקורה, אין
נתניה,1600000,120,דירה,4,0,1,1, אין, בחדרים
קרית מלאכי,1210000,83,דירה,3,0,0,1, פרטית - לא מקורה, אין
אילת,10000,0,יחידת דיור,2,0,1,1, חניה משותפת, מיני מרכזי
אשקלון,100500,140,בית פרטי,5,0,0,1, פרטית - מקורה, מיני מרכזי
קרית מוצקין,1100000,110,דירה,4,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
נתיבות,620000,50,דירה,3,1,0,0, אין, בחדרים ובסלון
לוד,870000,78,דירה,3,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
קריית אונו ,4000000,116,דירת גן,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
קריית אונו ,40000000,118,דירת גן,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
נתיבות,1250000,167,בית פרטי,7,0,1,0, פרטית - מקורה, בסלון
הרצליה,650000,40,יחידת דיור,2,0,1,0, ברחוב, בחדרים
תל אביב יפו,0,0,בית פרטי,5,1,1,0, פרטית - מקורה, בחדרים ובסלון
טבריה,1700000,328,דו משפחתי,9,1,0,0, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,2900,40,דירה,2,1,1,0, רחבה ציבורית, בסלון
אליכין,2550000,1200,מגרש למגורים,1,0,0,0, אין, אין
אופקים,1400000,140,בית פרטי,5,1,1,0, ברחוב, בחדרים ובסלון
חצור הגלילית,1400000,140,דירה,7,0,1,0, פרטית - מקורה, בחדרים ובסלון
רחובות,3850000,0,דו משפחתי,6,0,0,0, פרטית - לא מקורה, מיני מרכזי
תל אביב יפו,2100000,50,דירה,2,0,0,1, ברחוב, בחדרים ובסלון
ירושלים,1820000,118,דירה,4.5,1,0,0, אין, מיזוג מרכזי
אשקלון,575000,62,דירה,3,1,0,0, ברחוב, בחדרים ובסלון
הר גילה,4500000,500,בית פרטי,10,1,1,0, פרטית - לא מקורה, אין
קרית עקרון,1,394,מגרש למגורים,1,0,0,0, אין, אין
רמלה,0,0,דירה,4,0,1,1, חניה משותפת, בחדרים ובסלון
גבע בנימין (אדם),3500000,300,בית פרטי,7,1,0,0, פרטית - מקורה, בחדרים ובסלון
ירושלים ,5,137,מיני פנטהאוז,5,1,1,1, פרטית - מקורה, בחדרים ובסלון
נתניה,1950000,83,דירת גן,4,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,1500000,145,קוטג,5,1,0,0, פרטית - לא מקורה, בסלון
רחובות,1485000,101,דירה,4,1,0,1, ברחוב, בחדרים ובסלון
תל-אביב,3200000,67,דירה,2.5,0,0,1, אין, בחדרים ובסלון
רחובות,2200000,120,דירה,4.5,0,1,1, פרטית - מקורה, בחדרים ובסלון
חולון,1600000,100,דירה,4,1,1,1, ברחוב, בסלון
כפר סבא,2100000,121,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
הרצליה,600000,60,דירת גן,2,1,1,0, אין, אין
הרצליה,600000,45,דירת גן,2,1,1,0, ברחוב, בחדרים
קרית ביאליק,897500,53,דירה,2.5,1,1,0, אין, בחדרים ובסלון
בני ברק,2350000,100,דירה,5.5,1,1,1, פרטית - לא מקורה, בסלון
בת ים,1520000,84,דירה,3,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
קרית ים,1250000,90,דירה,4,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
רמת השרון,2900000,400,דירת גג,6,1,1,0, פרטית - מקורה, בחדרים ובסלון
נתניה,1920000,125,דירה,5,1,1,1, פרטית - לא מקורה, מיני מרכזי
אילת,880000,115,דירה,1,0,1,1, פרטית - מקורה, מיזוג מרכזי
רחובות,1850000,122,דירה,5,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
פתח תקווה,1550000,65,דירת גג,3.5,0,1,0, אין, מיני מרכזי
מעלה אדומים,2000050,104,דירה,4.5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
גבעת שמואל,3100000,147,דירה,6,1,1,1, פרטית - מקורה, מיני מרכזי
כפר מונש,3800000,200,בית פרטי,5,0,0,0, אין, אין
פתח תקווה,2370000,117,מיני פנטהאוז,4.5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
פתח תקווה ,1680000,81,דירה,3,0,0,1, פרטית - מקורה, אין
ירושלים,3900000,100,דירה,4,0,0,1, אין, בחדרים ובסלון
אשקלון,1800000,240,פנטהאוז,7,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,1690000,90,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
אשקלון,920000,84,דירה,3,0,0,0, חניה משותפת, מיזוג מרכזי
נתניה,1890000,116,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
צפת,970000,230,דירת גן,3.5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
פתח תקווה,54320000,100,דירה,4,0,1,1, פרטית - לא מקורה, מיזוג מרכזי
נתיבות,0,0,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
אבני חפץ,1250000,0,בית פרטי,6,0,0,0, ברחוב, בחדרים ובסלון
ראש העין,2150000,127,דירה,5,0,1,1, פרטית - לא מקורה, מיני מרכזי
רחובות,1550000,107,דירה,4,0,1,1, אין, בחדרים ובסלון
מעגלים,0,75,דירה,3,0,0,0, רחבה ציבורית, בחדרים ובסלון
תל אביב יפו,4900000,0,דירה,5.5,0,0,1, פרטית - מקורה, בחדרים ובסלון
בת ים,1670000,70,דירה,3.5,0,1,1, פרטית - מקורה, בחדרים ובסלון
פתח תקווה,4300000,300,פנטהאוז,6,1,1,1, פרטית - מקורה, בחדרים ובסלון
קדימה צורן,3750000,234,דו משפחתי,7,0,0,0, פרטית - מקורה, אין
ירושלים,2500000,160,דירה,7,1,0,0, אין, בחדרים ובסלון
ירושלים,3500000,140,דירת גן,5,1,0,0, ברחוב, בחדרים ובסלון
קדמת צבי,1200000,100,בית פרטי,4,0,1,0, פרטית - לא מקורה, מיני מרכזי
נתניה,1610000,96,דירה,4,0,1,1, חניה משותפת, בחדרים ובסלון
ראשון לציון,2400000,120,דירה,5,0,0,1, פרטית - לא מקורה, מיני מרכזי
פתח תקווה,1740000,100,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1360000,0,דירה,4,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
עפולה,0,126,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
Myאשקלון,690000,50,דירה,3,1,1,0, אין, בחדרים
תל אביב יפו,4,176,דירה,4,0,1,0, חניה משותפת, אין
באר שבע,1680000,165,דירת גן,5,1,0,1, פרטית - לא מקורה, מיני מרכזי
ירושלים,990000,45,דירה,2,1,1,0, אין, בסלון
באר שבע,1150000,100,דירה,4.5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,2050000,100,דירה,4,1,0,1, פרטית - מקורה, מיני מרכזי
אשקלון,2300000,280,דו משפחתי,6.5,0,0,0, ברחוב, בחדרים ובסלון
גורנות הגליל,1500000,500,בית פרטי,4,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
גורנות הגליל,2400000,600,בית פרטי,10,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
חולון,1690000,105,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
ערד,1280000,260,דו משפחתי,5.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,1430000,80,דירה,3,0,1,0, פרטית - מקורה, בחדרים
7פתח תקווה,2150000,120,מיני פנטהאוז,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,4700000,460,וילה,9,1,1,0, פרטית - לא מקורה, אין
בית עוזיאל,3900000,235,בית פרטי,6.5,0,1,0, פרטית - לא מקורה, מיזוג מרכזי
רחובות,1570000,78,דירה,3.5,1,0,1, ברחוב, בחדרים ובסלון
אשקלון,1550000,112,דירה,4,0,1,1, ברחוב, בחדרים ובסלון
אשדוד,0,80,דירת גן,3,1,0,0, חניה משותפת, בחדרים ובסלון
בני ברק,1655000,95,דירה,3,1,0,0, פרטית - מקורה, בחדרים ובסלון
רחובות,1650000,0,דירה,5,0,0,1, פרטית - לא מקורה, אין
באר יעקב,2040000,129,דירה,5,1,0,1, פרטית - מקורה, מיני מרכזי
טבריה,0,0,וילה,1,0,0,0, פרטית - מקורה, בחדרים ובסלון
אשקלון,1250000,100,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
נתניה,1750000,202,דירת גג,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
אלפי מנשה,1350000,89,דירה,3.5,0,1,0, חניה משותפת, אין
אשדוד,3200000,150,דירת גן,5.5,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
אשדוד,3200000,150,דירת גן,5.5,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
ירושלים,2100000,120,דירה,5,0,0,1, פרטית - מקורה, אין
חדרה,2180000,190,פנטהאוז,5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
יוקנעם מושבה,1,300,וילה,1,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,855000,70,דירה,3.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
קרית חיים,500000,75,דירה,3,1,1,0, אין, בחדרים ובסלון
טבריה,1180000,250,דירת גג,5,1,0,0, חניה משותפת, בחדרים ובסלון
פתח תקווה,1450000,100,דירה,3.5,0,1,0, פרטית - מקורה, בחדרים
קרית גת,815000,90,דירה,3,1,0,1, ברחוב, בסלון
תל אביב יפו,2150000,160,דירת גג,4.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשדוד,2350000,147,דירה,5,0,1,1, פרטית - לא מקורה, מיזוג מרכזי
באר שבע,1139000,130,דירה,4,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
אשקלון,1800000,140,דירה,5,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
חיפה,500000,60,דירה,3,1,1,0, ברחוב, בחדרים
תל אביב יפו,4300000,100,דירה,3,1,0,0, אין, בחדרים ובסלון
עכו,480000,50,דירה,3,0,0,0, חניה משותפת, בחדרים
באר שבע,850000,0,דירה,3.5,1,1,1, ברחוב, בסלון
רמת גן,3650000,150,דירת גג,4,1,1,1, פרטית - מקורה, מיזוג מרכזי
ראש פינה,2600000,170,וילה,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אור עקיבא,970000,86,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
קרית מוצקין,1450000,107,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
באר שבע,1650000,130,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
תל אביב,4200000,60,לופט,2,0,1,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,2200000,65,דירה,3,1,0,0, ברחוב, מיזוג מרכזי
רחובות,2250000,95,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
קרית ביאליק,1500000,125,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
עפולה,600000,85,דירה,3,1,0,0, ברחוב, בחדרים ובסלון
לוזית,2150000,530,מגרש למגורים,1,0,0,0, אין, אין
חולון,8000000,80,בית פרטי,4,0,0,0, אין, אין
דימונה,450000,75,דירה,4,0,0,0, אין, אין
בני ברק,1600,49,דירה,2.5,1,1,0, אין, בחדרים ובסלון
מבשרת ציון,1,140,בית פרטי,4,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
רמת גן,2830000,100,דירה,4,0,0,1, אין, מיזוג מרכזי
ירושלים,2200000,60,דירה,3,1,0,0, אין, בחדרים ובסלון
לוד,2000000,140,דירת גן,5,0,0,0, חניה משותפת, בחדרים ובסלון
לוד,1140000,95,דירה,4,1,0,0, חניה משותפת, בחדרים ובסלון
בתים,1340000,87,דירה,3,1,0,0, אין, בחדרים
בת ים,1490000,72,דירה,3,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,1495000,60,דירה,3,1,0,0, אין, בחדרים ובסלון
טבריה,3990000,0,בית פרטי,10,0,0,0, אין, אין
באר שבע,700000,0,דירה,3.5,0,0,0, אין, אין
ירושלים,2900000,100,דירה,4,1,1,1, חניה משותפת, אין
חולון,2200000,110,דירה,5,0,0,0, אין, בחדרים ובסלון
חולון,1330000,70,דירה,3,0,0,0, ברחוב, בחדרים ובסלון
תל אביב יפו,2650000,88,דירת גן,4,1,0,0, חניה משותפת, בחדרים ובסלון
בית הערבה,1480000,120,דירת גן,5,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
צור הדסה,1610000,109,דירת גן,3.5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
חדרה,699000,49,דירה,2,0,0,0, אין, בחדרים ובסלון
באר שבע,1050000,120,דירה,3.5,1,1,0, רחבה ציבורית, בחדרים ובסלון
נתניה,2150000,140,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
הרצליה ,0,0,משק חקלאי,1,0,0,0, אין, אין
נתניה,1200000,90,דירה,4,1,1,0, פרטית - מקורה, בחדרים ובסלון
חולון,1350000,72,דירה,3,0,1,0, אין, בסלון
כפר תבור,1550000,125,דו משפחתי,6,0,0,0, פרטית - מקורה, בחדרים ובסלון
סביון,4500000,0,וילה,8,0,0,0, פרטית - מקורה, מיזוג מרכזי
נס ציונה,1390000,63,דירה,3,0,0,0, אין, בסלון
חריש,1100000,100,דירה,4,0,0,1, פרטית - לא מקורה, אין
נתניה,1890000,110,דירה,4,0,0,1, פרטית - מקורה, מיני מרכזי
תל אביב יפו,4500000,150,בית פרטי,5.5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
חיפה,1,164,דירה,6,0,0,0, אין, אין
חיפה,1,203,דירה,6,0,0,0, אין, אין
מושב חוסן,1750000,0,בית פרטי,6.5,0,1,0, פרטית - מקורה, מיני מרכזי
נתניה,1490000,102,דירה,3.5,0,0,0, חניה משותפת, בחדרים ובסלון
נתניה,1495000,102,דירה,3,1,0,1, חניה משותפת, בחדרים ובסלון
בת ים,1600000,80,דירה,3.5,1,1,1, חניה משותפת, מיזוג מרכזי
חולון,1600000,81,דירה,4,1,0,0, אין, בחדרים ובסלון
באר שבע,6100000,56,דירה,2,1,1,0, ברחוב, בחדרים ובסלון
רחובות,1830000,110,דירה,4,1,1,1, פרטית - מקורה, מיזוג מרכזי
אשדוד,2200000,165,דירה,4.5,1,0,1, פרטית - מקורה, מיני מרכזי
ירושלים,1400000,90,דירה,3.5,0,1,0, ברחוב, אין
בת ים,1590000,75,דירה,4,1,1,0, חניה משותפת, בחדרים ובסלון
תל אביב יפו,1500000,100,בית פרטי,5.5,1,1,1, אין, מיזוג מרכזי
קרית חיים,1150000,100,דירה,4,1,0,0, פרטית - לא מקורה, בחדרים
באר שבע,900000,85,דירה,4,1,1,0, חניה משותפת, בחדרים ובסלון
ראשון לציון,1400000,80,דירה,3,0,0,1, פרטית - מקורה, אין
ראשון לציון,140000,80,דירה,3,0,0,1, פרטית - מקורה, אין
7,90001,95,דירה,4,1,1,0, פרטית - לא מקורה, אין
באר שבע,90001,95,דירה,4,1,1,0, פרטית - לא מקורה, אין
אשקלון,735000,100,דירה,4,1,0,0, אין, אין
יבנאל,1550000,150,דו משפחתי,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,1680000,130,קוטג,5.5,1,0,0, פרטית - מקורה, בחדרים
מזכרת בתיה,2500000,185,מיני פנטהאוז,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1170000,100,דירה,4,0,0,1, פרטית - מקורה, בחדרים
אשקלון,1800000,105,דירת גן,4,1,1,1, פרטית - לא מקורה, בסלון
חולון,1400000,75,דירה,3,0,1,0, חניה משותפת, בסלון
אבן יהודה,2850000,140,דופלקס,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
גבעת זאב,2450000,168,דופלקס,6,0,0,1, ברחוב, בחדרים ובסלון
פתח תקווה,2350000,132,דירה,5,0,0,1, פרטית - לא מקורה, מיני מרכזי
בת ים,1890000,90,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
בת ים,1570000,78,דירה,3.5,1,0,0, חניה משותפת, בחדרים
חיפה,1270000,120,דירה,5.5,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,2000000,110,דירה,4,1,0,1, חניה משותפת, אין
חולון,1120000,55,דירה,2,0,0,0, אין, בסלון
נס ציונה,1970000,120,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,3480000,115,דירת גן,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
יהוד מונוסון,5000000,500,בית פרטי,3,0,1,0, פרטית - לא מקורה, בסלון
בת ים,1190000,74,דירה,3,0,0,0, אין, בחדרים ובסלון
בת ים,1399999,73,דירה,3,1,0,0, אין, מיני מרכזי
ראשוו לציון,0,177,פנטהאוז,6,0,1,1, פרטית - מקורה, בחדרים ובסלון
חולון,1450000,97,דירה,4,1,0,0, חניה משותפת, בחדרים ובסלון
חולון,1450000,96,דירה,4,1,0,0, חניה משותפת, בחדרים ובסלון
פתח תקווה,1710000,84,דירה,3.5,0,1,1, פרטית - מקורה, מיני מרכזי
נצרת עילית,820,90,דירה,4,1,1,1, רחבה ציבורית, מיני מרכזי
